ID,Code,Location,Prefecture,Site,Receiver,Antenna
電子基準点,,,,,,
局番号,基準点コード,局名称,県名,施設名,受信機名,アンテナ名
000841,EL05239303501,冷川峠Ａ,静岡県,本田技研工業伊東研修センター,TOPCON NETG5,TRM59800.80     GSI
000842,EL05238314901,岡部Ａ,静岡県,新舟会館,TRIMBLE NETR9,TPSCR.G5        GSI
000843,EL05234600302,岡山加茂Ａ,岡山県,加茂町総合グランド駐車場,TRIMBLE ALLOY,TRM59800.80     GSI
010844,EL06140260403,青森Ａ,青森県,青森市立原別小学校,TOPCON NETG5,TRM59800.80     GSI
010845,EL05640023504,福島郡山１Ａ,福島県,郡山市立安積第二小学校,TOPCON NETG5,TRM59800.80     GSI
010846,EL05033538602,高知大川Ａ,高知県,大川村有農地,TRIMBLE ALLOY,TRM59800.80     GSI
020847,EL05237569902,水窪Ａ,静岡県,水窪高齢者交流センター,TRIMBLE NETR9,TPSCR.G5        GSI
020848,EL06841271601,稚内３,北海道,稚内市立大岬小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020849,EL06741677003,稚内４,北海道,稚内市立豊別小中学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
020850,EL06742328302,中頓別,北海道,中頓別町立寿公園,TOPCON NETG5,TPSCR.G5        GSI
020851,EL06742209102,幌延,北海道,幌延町立問寒別小中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020852,EL06742009302,中川,北海道,中川町立佐久小学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
020853,EL06642645501,美深,北海道,美深町教職員住宅,TRIMBLE ALLOY,TRM59800.80     GSI
020854,EL06642379402,西興部,北海道,西興部村体験公園,TRIMBLE ALLOY,TRM159900.00    GSI
020855,EL06641368902,羽幌２,北海道,羽幌町有地(興勢橋付近),TOPCON NETG5,TPSCR.G5C       GSI
020856,EL06643321902,紋別,北海道,紋別市立藻別小学校,TOPCON NETG5,TRM59800.80     GSI
020857,EL06642139202,士別,北海道,南郷市民プール,TRIMBLE ALLOY,TRM59800.80     GSI
020858,EL06642143801,北海道朝日,北海道,士別市営住宅,TRIMBLE ALLOY,TRM59800.80     GSI
020859,EL06644077901,斜里２,北海道,斜里町立ウトロ小中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020860,EL06641066802,小平２,北海道,小平町立達布小学校跡地,TRIMBLE ALLOY,TPSCR.G5        GSI
020861,EL06543649203,生田原,北海道,遠軽町立生田原中学校,TRIMBLE ALLOY,TRM59800.80     GSI
020862,EL06542616802,旭川２,北海道,旭川市立江丹別小中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020863,EL06543615401,白滝,北海道,遠軽町立白滝中学校,TRIMBLE ALLOY,TRM59800.80     GSI
020864,EL06545505401,標津２,北海道,標津町立薫別小中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020865,EL06542417002,深川,北海道,深川市立納内中学校,TRIMBLE ALLOY,TRM59800.80     GSI
020866,EL06543435001,留辺蘂,北海道,旧厚和小学校用地,TOPCON NETG5,TRM59800.80     GSI
020867,EL06542367301,東川,北海道,国有林(旭岳温泉「湯の沼」,TRIMBLE ALLOY,TRM159900.00    GSI
020868,EL06543377903,津別,北海道,津別町立本岐小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020869,EL06545216702,別海３,北海道,別海町立野付小学校,TOPCON NETG5,TRM59800.80     GSI
020870,EL06544255701,中標津２,北海道,中標津町立養老牛小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020871,EL06542212503,芦別,北海道,芦別市立芦別小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020872,EL06541240902,当別,北海道,町有牧野,TOPCON NETG5,TRM59800.80     GSI
020873,EL06543166002,陸別,北海道,陸別町立陸別中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020874,EL06543013401,上士幌２,北海道,上士幌町立糠平小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020875,EL06440738002,積丹２,北海道,積丹町サクラマスサンクチュアリーセンター,TOPCON NETG5,TRM59800.80     GSI
020876,EL06441628703,石狩,北海道,石狩斎場,TRIMBLE ALLOY,TRM159900.00    GSI
020877,EL06441656201,新篠津,北海道,新篠津村立新篠津中学校,TOPCON NETG5,TRM159900.00    GSI
020878,EL06444676702,浜中２,北海道,浜中町立西円朱別小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020879,EL06443600202,鹿追,北海道,鹿追町立瓜幕中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020880,EL06442549501,南富良野,北海道,南富良野町立幾寅小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020881,EL06444537902,標茶２,北海道,標茶町立塘路小中学校　教職員住宅,TRIMBLE NETR9,TRM59800.80     GSI
020882,EL06441516602,札幌２,北海道,札幌市立星置中学校,TOPCON NETG5,TRM159900.00    GSI
020883,EL06443544701,本別,北海道,本別町立本別中央小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020884,EL06440469401,赤井川,北海道,赤井川村立赤井川小学校　教職員住宅,TOPCON NETG5,TRM59800.80     GSI
020885,EL06442246202,北海道日高,北海道,日高町立千栄中学校跡地,TRIMBLE ALLOY,TRM59800.80     GSI
020886,EL06443156202,浦幌,北海道,浦幌町立浦幌中学校,TOPCON NETG5,TRM59800.80     GSI
020887,EL06442176602,芽室,北海道,芽室町立上美生小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020888,EL06440002002,島牧,北海道,千走地区山村広場,TOPCON NETG5,TRM59800.80     GSI
020889,EL06443020501,幕別,北海道,幕別町立駒畠小学校跡地,TOPCON NETG5,TRM59800.80     GSI
020890,EL06342636101,門別２,北海道,日高町立里平小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020891,EL06342363101,浦河,北海道,浦河町自然体験実習館「柏陽館」,TOPCON NETG5,TRM59800.80     GSI
020892,EL06240478401,戸井,北海道,運動広場,TRIMBLE ALLOY,TRM159900.00    GSI
020893,EL06240445202,木古内,北海道,木古内町立釜谷小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020894,EL06241105701,風間浦,青森県,風間浦村立下風呂小学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
020895,EL06140673802,青森川内,青森県,むつ市立川内中学校,TRIMBLE ALLOY,TRM59800.80     GSI
020896,EL06141539001,東通２,青森県,東通村立老部小学校,TOPCON NETG5,TRM59800.80     GSI
020897,EL06140524301,小泊,青森県,中泊町立小泊中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020898,EL06140007001,深浦,青森県,深浦町立風合瀬小学校跡,TOPCON NETG5,TRM59800.80     GSI
020899,EL06041609803,十和田湖１,青森県,上川目浄水場,TOPCON NETG5,TRM59800.80     GSI
020900,EL06040629302,西目屋,青森県,西目屋村立西目屋中学校,5700,TRM29659.00
020901,EL06041621602,五戸,青森県,ひばり野スポーツ交流センター,TRIMBLE ALLOY,TRM159900.00    GSI
020902,EL06040573502,十和田湖２,青森県,十和田湖自然の家跡地,TRIMBLE ALLOY,TRM59800.80     GSI
020903,EL06041332802,軽米,岩手県,妻渡ふれあい広場,TOPCON NETG5,TRM59800.80     GSI
020904,EL06041102301,安代,岩手県,八幡平市立安代中学校,TOPCON NETG5,TRM59800.80     GSI
020905,EL05941756201,岩泉３,岩手県,岩泉町立大平小中学校跡地,TOPCON NETG5,TRM59800.80     GSI
020906,EL05941478702,田老,岩手県,宮古市立田老第一中学校,5700,TRM29659.00
020907,EL05941336402,川井２,岩手県,宮古市立門馬小中学校,TOPCON NETG5,TRM59800.80     GSI
020908,EL05940266603,沢内,岩手県,西和賀町防雪管理センター,TOPCON NETG5,TRM59800.80     GSI
020909,EL05941125302,大迫,岩手県,花巻市水道事業所,TOPCON NETG5,TRM59800.80     GSI
020910,EL05841628402,江刺,岩手県,奥州市立人首小学校,TOPCON NETG5,TRM59800.80     GSI
020911,EL05841431202,岩手大東,岩手県,株式会社　八木澤商店　大原工場,TOPCON NETG5,TRM59800.80     GSI
020912,EL05841319101,平泉,岩手県,平泉町立長島小学校,TOPCON NETG5,TRM59800.80     GSI
020913,EL05840362602,栗駒２,宮城県,栗駒高原創造センター（山脈ハウス）,TOPCON NETG5,TRM59800.80     GSI
020914,EL05841029501,宮城東和,宮城県,東和総合支所,TOPCON NETG5,TRM59800.80     GSI
020915,EL05841002001,高清水,宮城県,高清水勤労者体育センター,TOPCON NETG5,TRM59800.80     GSI
020916,EL05741719201,南方,宮城県,登米市立南方中学校,TOPCON NETG5,TRM59800.80     GSI
020917,EL05740658802,小野田,宮城県,小野田町総合交流ターミナル施設「ぶな林」,TOPCON NETG5,TRM59800.80     GSI
020918,EL05741621401,河北,宮城県,石巻市立河北中学校,TOPCON NETG5,TRM59800.80     GSI
020919,EL05740271503,名取,宮城県,名取市立閖上中学校,5700,TRM29659.00     GSI
020920,EL05640558802,丸森,宮城県,町有地,TOPCON NETG5,TRM59800.80     GSI
020921,EL06040400202,八森,秋田県,八蜂町立八森小学校,TOPCON NETG5,TRM59800.80     GSI
020922,EL06040231201,鷹巣,秋田県,北秋田市立鷹巣南小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020923,EL06040101001,八竜,秋田県,三種町立八竜中学校,TOPCON NETG5,TRM59800.80     GSI
020924,EL05940740202,阿仁２,秋田県,打当温泉「マタギの湯」,TOPCON NETG5,TRM159900.00    GSI
020925,EL05940203401,岩城,秋田県,由利本荘市立岩城中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020926,EL05940240702,太田,秋田県,大仙市立太田南小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020927,EL05840725202,東由利,秋田県,由利本荘市立東由利中学校,NetR9,TRM59800.80     GSI
020928,EL05840557701,東成瀬,秋田県,東成瀬村立椿川小学校跡地（椿川公民館別館）,TOPCON NETG5,TRM59800.80     GSI
020929,EL05840436502,雄勝,秋田県,湯沢市立雄勝中学校,TRIMBLE ALLOY,TRM59800.80     GSI
020930,EL05840312402,真室川,山形県,平枝地区農村公園,TRIMBLE ALLOY,TRM159900.00    GSI
020931,EL05840130901,最上,山形県,最上町立月楯小学校,TOPCON NETG5,TPSCR.G5        GSI
020932,EL05839054302,鶴岡,山形県,鶴岡市立豊浦小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020933,EL05740715701,大蔵,山形県,旧大蔵村立沼台小中学校（H21.3.31廃校）,TRIMBLE ALLOY,TPSCR.G5        GSI
020934,EL05740230101,山形,山形県,山形市立蔵王第三小学校･第二中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020935,EL05639770003,飯豊,山形県,飯豊町立中津川小中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020936,EL05640630501,福島２,福島県,福島市立飯坂小学校,TOPCON NETG5,TPSCR.G5        GSI
020937,EL05639470702,北塩原,福島県,北塩原村立大塩小学校,TOPCON NETG5,TPSCR.G5        GSI
020938,EL05640340501,福島東和,福島県,二本松市立東和中学校,TOPCON NETG5,TPSCR.G5C       GSI
020939,EL05639165602,会津高田,福島県,会津美里町立第一中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020940,EL05640133701,福島郡山３,福島県,郡山市立大田小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020941,EL05539759402,昭和,福島県,昭和村立昭和中学校小野川分校,TRIMBLE ALLOY,TPSCR.G5        GSI
020942,EL05540715703,福島長沼,福島県,須賀川市立長沼小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020943,EL05540635602,玉川,福島県,玉川村立須釜小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020944,EL05540651702,いわき３,福島県,いわき市立差塩中学校(小学校併設),TRIMBLE ALLOY,TPSCR.G5        GSI
020945,EL05540432001,棚倉,福島県,棚倉森林管理署裏町有地,TRIMBLE ALLOY,TPSCR.G5        GSI
020946,EL05540351501,いわき４,福島県,いわき市立田人第二小学校南大平分校,TRIMBLE ALLOY,TPSCR.G5        GSI
020947,EL05440537002,常北,茨城県,城里町立石塚小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020948,EL05540504201,那須２,栃木県,那須町共同利用模範牧場,TOPCON NETG5,TRM59800.80     GSI
020949,EL05539244002,栗山,栃木県,日光市立川俣小中学校（廃校）,TOPCON NETG5,TRM59800.80     GSI
020950,EL05439664001,鹿沼,栃木県,北押原コミュニティセンター,TRIMBLE ALLOY,TRM59800.80     GSI
020951,EL05439574202,上三川,栃木県,上三川町立北小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020952,EL05539200401,水上２,群馬県,みなかみ町立藤原中学校,TOPCON NETG5,TRM59800.80     GSI
020953,EL05439712801,群馬利根,群馬県,旧根利小学校,5700,TRM29659.00
020954,EL05438760702,中之条,群馬県,群馬県立中之条高等学校,TRIMBLE ALLOY,TRM59800.80     GSI
020955,EL05439407101,群馬,群馬県,高崎市立国府小学校,TOPCON NETG5,TRM159900.00    GSI
020956,EL05439322002,境,群馬県,境町立南中学校,TOPCON NETG5,TRM59800.80     GSI
020957,EL05438254601,南牧,群馬県,高原運動公園,TOPCON NETG5,TRM159900.00    GSI
020958,EL05338771403,埼玉大滝,埼玉県,三峰山駐車場（第二駐車場）,TRIMBLE ALLOY,TRM159900.00    GSI
020959,EL05239577702,鴨川２,千葉県,旧鴨川市立大山小学校（平成21年3月31日廃校）,TOPCON NETG5,TRM159900.00    GSI
020960,EL05339026902,平塚,神奈川県,平塚市立大神公民館,TRIMBLE NETR9,TRM59800.80     GSI
020961,EL05639204802,新潟下田,新潟県,三条市立森町小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020962,EL05538655002,高柳,新潟県,じょんのび村,TOPCON NETG5,TRM59800.80     GSI
020963,EL05539518902,湯之谷,新潟県,奥只見浄化センター,TOPCON NETG5,TPSCR.G5C       GSI
020964,EL05538532601,安塚,新潟県,上越市安塚Ｂ＆Ｇ海洋センター(和田スポーツ公園),TRIMBLE ALLOY,TPSCR.G5        GSI
020965,EL05540123302,大子,茨城県,大子町立依上小学校,TOPCON NETG5,TRM59800.80     GSI
020966,EL05537300202,氷見,富山県,氷見市立灘浦中学校,TOPCON NETG5,TRM59800.80     GSI
020967,EL05537243402,宇奈月,富山県,中ノ口緑地運動公園,TOPCON NETG5,TRM59800.80     GSI
020968,EL05537110201,新湊,富山県,射水市立東明小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020969,EL05436761403,福光,富山県,南砺市立福光西部小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020970,EL05437516901,細入,富山県,細入村大沢野町学校組合立猪谷小学校跡地（現：富山市）,TOPCON NETG5,TRM59800.80     GSI
020971,EL05637101202,輪島２,石川県,輪島市立南志見小学校,TOPCON NETG5,TRM59800.80     GSI
020972,EL05536677201,穴水,石川県,旧穴水町立真名井幼稚園（H21.3.31廃園）,TRIMBLE ALLOY,TRM59800.80     GSI
020973,EL05436644301,松任,石川県,白山市立北星体育館,TOPCON NETG5,TRM59800.80     GSI
020974,EL05436227802,山中,石川県,加賀市立菅谷小学校,TRIMBLE NETR9,TRM59800.80     GSI
020975,EL05436103302,福井,福井県,福井市立長橋小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020976,EL05336658202,和泉,福井県,大野市立和泉小中学校,TOPCON NETG5,TRM159900.00    GSI
020977,EL05336626702,福井池田,福井県,池田町Ｂ＆Ｇ海洋センター,TRIMBLE ALLOY,TRM159900.00    GSI
020978,EL05335168002,福井小浜,福井県,小浜市立今富小学校,TOPCON NETG5,TRM59800.80     GSI
020979,EL05338638502,山梨高根,山梨県,北杜市立高根清里小学校(外来者用駐車場),TOPCON NETG5,TRM59800.80     GSI
020980,EL05338570501,小菅,山梨県,多摩源流小菅の湯(駐車場内工場裏手西奥),NETR9,TRM59800.80     GSI
020981,EL05338146802,上九一色,山梨県,富士河口湖町立上九一色中学校,TRIMBLE ALLOY,TRM59800.80     GSI
020982,EL05538242901,長野栄,長野県,栄村立秋山小学校,TRIMBLE ALLOY,TRM59800.80     GSI
020983,EL05538004702,戸隠,長野県,戸隠運動場横旧村有地,TRIMBLE ALLOY,TRM59800.80     GSI
020984,EL05438602901,更埴,長野県,千曲市立埴生中学校,TRIMBLE ALLOY,TRM159900.00    GSI
020985,EL05438321901,望月,長野県,佐久市望月総合体育館,TOPCON NETG5,TRM59800.80     GSI
020986,EL05337763201,木祖,長野県,こもれび公園,TRIMBLE ALLOY,TRM59800.80     GSI
020987,EL05338605702,高遠,長野県,高遠町立高遠北小学校,TOPCON NETG5,TRM59800.80     GSI
020988,EL05337537602,王滝,長野県,王滝村釣りキチ渓谷（駐車場）,TOPCON NETG5,TRM59800.80     GSI
020989,EL05337349902,大桑,長野県,木曽ふれあいの郷フォレスパ木曽,TRIMBLE ALLOY,TRM159900.00    GSI
020990,EL05437106601,清見,岐阜県,飛騨プラネタリウム,TRIMBLE ALLOY,TRM159900.00    GSI
020991,EL05336466202,板取,岐阜県,２１世紀の森,TRIMBLE ALLOY,TRM159900.00    GSI
020992,EL05337222402,恵那,岐阜県,恵那市立中野方小学校,TOPCON NETG5,TRM59800.80     GSI
020993,EL05336147303,揖斐川,岐阜県,揖斐川町立小島小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
020994,EL05237726002,土岐,岐阜県,土岐市立曽木公民館,TOPCON NETG5,TRM59800.80     GSI
020995,EL05237542602,設楽,愛知県,設楽町立田口小学校,TRIMBLE ALLOY,TRM159900.00    GSI
020996,EL05237310201,岡崎,愛知県,岡崎市立岡崎小学校,JAVAD DELTA-G3T,TPSCR.G5        GSI
020997,EL05237124703,豊橋２,愛知県,豊橋市立前芝中学校,TOPCON NETG5,TPSCR.G5        GSI
020998,EL05236078501,南知多,愛知県,深田池管理用地,TRIMBLE ALLOY,TPSCR.G5        GSI
020999,EL05136530702,大台,三重県,大台町中央公民館,TOPCON NETG5,TRM59800.80     GSI
021000,EL05035675403,紀和,三重県,熊野市立入鹿小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021001,EL05335100702,福知山２,京都府,福知山市北陵総合センター,TOPCON NETG5,TRM59800.80     GSI
021002,EL05335020701,綾部,京都府,綾部市東部グラウンド,TOPCON NETG5,TRM59800.80     GSI
021003,EL05235558003,京北,京都府,右京区役所京北出張所　第二駐車場,TOPCON NETG5,TRM59800.80     GSI
021004,EL05135319706,阪南,大阪府,阪南市立桃の木台小学校,TOPCON NETG5,TRM59800.80     GSI
021005,EL05334233801,温泉,兵庫県,,5700,TRM29659.00
021006,EL05234131003,赤穂,兵庫県,赤穂市立塩屋小学校,TOPCON NETG5,TRM59800.80     GSI
021007,EL05236005302,月ヶ瀬,奈良県,月ヶ瀬村花ふるさとスポーツ公園,TOPCON NETG5,TRM59800.80     GSI
021008,EL05136519302,御杖,奈良県,御杖村立御杖中学校,TRIMBLE NETR9,TPSCR.G5        GSI
021009,EL05136305001,奈良川上,奈良県,川上武道場,TRIMBLE NETR9,TPSCR.G5        GSI
021010,EL05135269803,天川,奈良県,天川村役場,TOPCON NETG5,TRM59800.80     GSI
021011,EL05035742401,龍神,和歌山県,田辺市立龍神中学校,TRIMBLE NETR9,TPSCR.G5        GSI
021012,EL05035470001,那智勝浦２,和歌山県,那智高原公園,TOPCON NETG5,TPSCR.G5        GSI
021013,EL05035349201,日置川,和歌山県,川添山村活性化支援センター,TRIMBLE NETR9,TPSCR.G5        GSI
021014,EL05334213503,鳥取,鳥取県,鳥取市立賀露小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021015,EL05333230901,名和,鳥取県,大山町立名和中学校,TOPCON NETG5,TRM59800.80     GSI
021016,EL05333169902,羽合,鳥取県,湯梨浜町立羽合西小学校,TOPCON NETG5,TRM59800.80     GSI
021017,EL05334010201,佐治,鳥取県,鳥取市立佐治中学校,TOPCON NETG5,TRM59800.80     GSI
021018,EL05332179301,松江２,島根県,松江市立大野小学校,TRIMBLE ALLOY,TRM59800.80     GSI
021019,EL05233717502,広瀬,島根県,宇波交流センター（旧宇波小学校）,TRIMBLE ALLOY,TRM59800.80     GSI
021020,EL05232777203,木次,島根県,雲南市立斐伊小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021021,EL05232657301,佐田,島根県,出雲市立窪田小学校,TOPCON NETG5,TRM59800.80     GSI
021022,EL05232433002,温泉津,島根県,大田市立井田小学校,TOPCON NETG5,TRM59800.80     GSI
021023,EL05232252401,羽須美,島根県,羽須美村運動広場,TRIMBLE ALLOY,TRM59800.80     GSI
021024,EL05232103802,弥栄,島根県,浜田市営運動公園ゲートボール場,TOPCON NETG5,TRM59800.80     GSI
021025,EL05131764402,益田,島根県,益田市立西益田小学校,TOPCON NETG5,TRM59800.80     GSI
021026,EL05233753401,八束,岡山県,真庭市中学校組合立蒜山中学校,TOPCON NETG5,TRM59800.80     GSI
021027,EL05233572301,鏡野,岡山県,鏡野町民グラウンド(サブグラウンド),TOPCON NETG5,TRM59800.80     GSI
021028,EL05233068402,岡山１,岡山県,岡山市立大井小学校,TRIMBLE ALLOY,TRM59800.80     GSI
021029,EL05133770701,岡山２,岡山県,岡山市立甲浦小学校,TOPCON NETG5,TRM59800.80     GSI
021030,EL05232474202,広島高野,広島県,庄原市立高野中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021031,EL05132776203,世羅西,広島県,世羅町立世羅西中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021032,EL05133723702,広島福山２,広島県,福山市立広瀬中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021033,EL05133611102,御調,広島県,尾道市立御調中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021034,EL05132558201,東広島,広島県,東広島市立志和中学校,5700,TRM29659.00
021035,EL05132252501,蒲刈,広島県,呉市立蒲刈中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021036,EL05132048201,倉橋,広島県,鹿島社会教育施設（倉橋町立鹿島小学校跡地）,TOPCON NETG5,TRM59800.80     GSI
021037,EL05131253802,徳地,山口県,山口市立串小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021038,EL05132100402,周東,山口県,岩国市立高森小学校,TOPCON NETG5,TRM59800.80     GSI
021039,EL05131002902,山陽,山口県,山陽町立津布田小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021040,EL05032601901,上関,山口県,上関町民グランド,TOPCON NETG5,TRM59800.80     GSI
021041,EL05034739601,佐那河内,徳島県,佐那河内村立佐那河内中学校,TRIMBLE NETR9,TRM59800.80     GSI
021042,EL05034712601,木屋平,徳島県,美馬市立木屋平中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021043,EL05033674301,東祖谷山,徳島県,三好市立東祖谷中学校,5700,TRM29659.00
021044,EL05134517402,土庄,香川県,高見山公園,TOPCON NETG5,TRM159900.00    GSI
021045,EL05133379101,坂出,香川県,坂出市立白峰中学校,TRIMBLE ALLOY,TRM159900.00    GSI
021046,EL05033726802,新居浜,愛媛県,新居浜市立多喜浜小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021047,EL05033606302,丹原,愛媛県,西条市丹原文化会館,TRIMBLE ALLOY,TRM159900.00    GSI
021048,EL05032367302,広田,愛媛県,神の森公園,TRIMBLE ALLOY,TRM159900.00    GSI
021049,EL04932756903,広見,愛媛県,鬼北町立三島小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021050,EL04932551002,津島,愛媛県,宇和島市立御槙小学校,TRIMBLE ALLOY,TRM59800.80     GSI
021051,EL05033345201,土佐山,高知県,土佐山運動広場,TOPCON NETG5,TRM59800.80     GSI
021052,EL05033312202,池川,高知県,仁淀川町池川自然学園,TRIMBLE ALLOY,TRM59800.80     GSI
021053,EL05034109701,高知北川,高知県,北川村立小島小学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
021054,EL05033009701,東津野,高知県,津野町立船戸小学校,TOPCON NETG5,TRM159900.00    GSI
021055,EL05034017601,室戸２,高知県,室戸市佐喜浜出張所,TRIMBLE ALLOY,TRM59800.80     GSI
021056,EL04932673702,大正,高知県,四万十町立田野々小学校,TRIMBLE ALLOY,TRM159900.00    GSI
021057,EL04933409802,高知佐賀,高知県,黒潮町立佐賀小学校,5700,TRM29659.00
021058,EL04932365602,中村,高知県,四万十市立中筋小学校,TRIMBLE ALLOY,TRM59800.80     GSI
021059,EL04932048401,宿毛,高知県,宿毛市立沖の島小中学校,TRIMBLE ALLOY,TRM59800.80     GSI
021060,EL05030751701,北九州１,福岡県,北九州市立花房小学校安屋分校,TRIMBLE ALLOY,TRM59800.80     GSI
021061,EL05030674701,北九州２,福岡県,北九州市立松ケ江南小学校,TOPCON NETG5,TRM159900.00    GSI
021062,EL05030421301,福岡,福岡県,勝馬公園,TOPCON NETG5,TPSCR.G5        GSI
021063,EL05030259402,桂川,福岡県,桂川町立桂川小学校,TRIMBLE ALLOY,TRM159900.00    GSI
