ID,Code,Location,Prefecture,Site,Receiver,Antenna
960610,EL05438334901,佐久,長野県,佐久市立平根小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960611,EL05437150402,奈川,長野県,奈川村農村公園,TOPCON NETG5,TPSCR.G5C       GSI
960612,EL05438013703,茅野,長野県,茅野市立北部中学校,TRIMBLE ALLOY,TRM59800.80     GSI
960613,EL05338746601,川上,長野県,川上村農村総合文化センター,TRIMBLE ALLOY,TPSCR.G5        GSI
960614,EL05337645701,三岳,長野県,木曽町北部分館前共有地,TRIMBLE ALLOY,TRM159900.00    GSI
960615,EL05337477801,駒ヶ根,長野県,駒ヶ根市立中沢小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960616,EL05337051402,浪合,長野県,阿智村村有地（通称：馬の背）,TOPCON NETG5,TRM59800.80     GSI
960617,EL05436371201,大野白川,岐阜県,白川村防災グランド,TOPCON NETG5,TRM59800.80     GSI
960618,EL05437324901,上宝,岐阜県,高山市立北稜中学校,TRIMBLE ALLOY,TRM59800.80     GSI
960619,EL05337619602,萩原,岐阜県,下呂市立萩原北中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960620,EL05238262201,賀茂,静岡県,西伊豆町営宇久須キャンプ場,TOPCON NETG5,TRM159900.00    GSI
960621,EL05238674402,裾野２,静岡県,裾野市立深良中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960622,EL05238001702,小笠,静岡県,菊川市立小笠南幼稚園,TOPCON NETG5,TPSCR.G5        GSI
960623,EL05238011401,静岡相良２,静岡県,静岡県相良地殻変動観測施設,TOPCON NETG5,TPSCR.G5        GSI
960624,EL05138709302,大東２,静岡県,掛川市立大浜中学校,TOPCON NETG5,TPSCR.G5        GSI
960625,EL05138716202,浜岡２,静岡県,御前崎市立浜岡東小学校,TOPCON NETG5,TRM59800.80     GSI
960626,EL05238475202,沼津,静岡県,沼津市立静浦東小学校,TOPCON NETG5,TRM159900.00    GSI
960627,EL05440102605,つくば３,茨城県,国土交通省国土地理院,TRIMBLE ALLOY,TRM59800.80     GSI
960628,EL05238073501,下田,静岡県,下田市立稲生沢中学校,TOPCON NETG5,TPSCR.G5        GSI
960629,EL05237608502,瀬戸,愛知県,瀬戸市立西陵小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960630,EL05236670702,名古屋,愛知県,名古屋地方気象台,TOPCON NETG5,TRM159900.00    GSI
960631,EL05236368902,知多,愛知県,知多市立新知小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960632,EL05236268602,常滑２,愛知県,常滑市立鬼崎南小学校,TOPCON NETG5,TRM59800.80     GSI
960633,EL05236456502,桑名,三重県,江場ポンプ場,TRIMBLE ALLOY,TRM159900.00    GSI
960634,EL05236232102,関,三重県,亀山市立関小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960635,EL05136727602,白山,三重県,八ッ山小学校跡地,TRIMBLE ALLOY,TRM159900.00    GSI
960636,EL05136551001,度会,三重県,宮リバー度会パーク,TRIMBLE ALLOY,TPSCR.G5        GSI
960637,EL05136224702,紀伊長島,三重県,紀北町立東小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960638,EL05336120101,虎姫,滋賀県,虎姫町立虎姫小学校,TOPCON NETG5,TRM159900.00    GSI
960639,EL05236500301,野洲,滋賀県,野洲市立祇王小学校,TOPCON NETG5,TRM59800.80     GSI
960640,EL05335402202,網野,京都府,京丹後市立網野中学校,TOPCON NETG5,TPSCR.G5        GSI
960641,EL05335137301,舞鶴,京都府,舞鶴市泉源寺公園,TRIMBLE ALLOY,TRM59800.80     GSI
960642,EL05235743302,京都美山,京都府,南丹市立美山中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960643,EL05235466102,京都左京２,京都府,京都市立宝ヶ池公園,TOPCON NETG5,TPSCR.G5        GSI
960644,EL05235364102,京都伏見,京都府,国立京都教育大学,TRIMBLE ALLOY,TPSCR.G5        GSI
960645,EL05334354402,香住,兵庫県,香美町立奥佐津小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960646,EL05334155801,兵庫日高,兵庫県,植村直己記念スポーツ公園,TRIMBLE ALLOY,TRM59800.80     GSI
960647,EL05235608102,青垣,兵庫県,青垣総合運動公園（グリーンベル青垣）,TOPCON NETG5,TRM59800.80     GSI
960648,EL05234569102,生野,兵庫県,栃原運動広場（林業者等健康増進施設）,TRIMBLE ALLOY,TRM59800.80     GSI
960649,EL05234372502,滝野,兵庫県,加東市滝野公民館（滝野情報交流館）,TRIMBLE NETR9,TRM159900.00    GSI
960650,EL05135347201,かつらぎ,和歌山県,和歌山県立紀北農芸高等学校,TOPCON NETG5,TRM59800.80     GSI
960651,EL05135130403,和歌山清水,和歌山県,有田川町清水行政局,5700,TRM29659.00
960652,EL05135013301,広川,和歌山県,広川町営Ｂ＆Ｇ海洋センター,TRIMBLE ALLOY,TRM159900.00    GSI
960653,EL05035236901,すさみ２,和歌山県,すさみ町立周参見保育所,TRIMBLE ALLOY,TRM159900.00    GSI
960654,EL05333122702,米子,鳥取県,気象庁米子測候所,5700,TRM29659.00
960655,EL05334023602,八東,鳥取県,八頭町立八東小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
960656,EL05333217102,美保関,島根県,旧松江市立千酌小学校,TOPCON NETG5,TRM59800.80     GSI
960657,EL05232237601,石見,島根県,邑南町立石見中学校,TRIMBLE NETR9,TPSCR.G5        GSI
960658,EL05132608101,匹見,島根県,益田市立匹見小学校,TOPCON NETG5,TPSCR.G5        GSI
960659,EL05131562902,柿木,島根県,吉賀町立柿木小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
960660,EL05233640502,岡山新庄,岡山県,新庄村総合運動公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960661,,岡山加茂,岡山県,加茂町福祉センター,GP-R1DY,TOP700779A
960662,EL05233339102,神郷,岡山県,新見市立神代保育園,TRIMBLE ALLOY,TPSCR.G5        GSI
960663,EL05232167802,三次,広島県,三次市寺戸浄水場,TOPCON NETG5,TRM159900.00    GSI
960664,EL05233123702,豊松,広島県,陽光の里健康広場,TRIMBLE ALLOY,TPSCR.G5        GSI
960665,EL05132414501,広島佐伯,広島県,佐伯総合スポーツ公園,TRIMBLE ALLOY,TRM159900.00    GSI
960666,EL05132331602,江田島,広島県,石風呂児童公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960667,EL05132275001,木江,広島県,大崎上島町立木江幼稚園,TRIMBLE ALLOY,TRM159900.00    GSI
960668,EL05231111202,萩２,山口県,萩市立見島小学校,TOPCON NETG5,TRM59800.80     GSI
960669,EL05131411403,長門,山口県,小河内公園,TRIMBLE NETR9,TPSCR.G5        GSI
960670,EL05131201502,山口豊田,山口県,下関市立豊田下小学校,TOPCON NETG5,TPSCR.G5        GSI
960671,EL05131064603,徳山,山口県,周南市周南緑地公園,5700,TRM29659.00
960672,EL05032629802,東和,山口県,周防大島町立東和図書館,TOPCON NETG5,TRM59800.80     GSI
960673,EL05134240802,鳴門,徳島県,鳴門市立第一中学校,TOPCON NETG5,TRM159900.00    GSI
960674,EL05133064902,三好,徳島県,東みよし市立給食センター,TRIMBLE NETR9,TPSCR.G5        GSI
960675,EL05034524401,上那賀,徳島県,徳島県立那賀高等学校　平谷分校,TRIMBLE ALLOY,TRM159900.00    GSI
960676,EL05133573902,直島,香川県,直島町ふるさと海の家「つつじ荘」,TOPCON NETG5,TPSCR.G5        GSI
960677,EL05133466202,丸亀,香川県,丸亀市本島公民館,TOPCON NETG5,TRM59800.80     GSI
960678,EL05133310502,弓削,愛媛県,立花様私有地（旧佐島小学校横）,TRIMBLE ALLOY,TPSCR.G5        GSI
960679,EL05032765201,北条,愛媛県,河野別府公園（松山市文化の森公園）,TOPCON NETG5,TPSCR.G5        GSI
960680,EL05032333802,長浜,愛媛県,肱川あらし展望公園,TOPCON NETG5,TPSCR.G5        GSI
960681,EL04932641302,宇和島,愛媛県,宇和島市環境センター,TOPCON NETG5,TRM59800.80     GSI
960682,EL05033538604,高知大川,高知県,（社）大川村ふるさとむら公社,4000SSI,TRM23903.00
960683,EL04933719802,中土佐２,高知県,中土佐ふれあい広場,TOPCON NETG5,TPSCR.G5        GSI
960684,EL04933615002,窪川,高知県,四万十町立窪川中学校,TOPCON NETG5,TRM59800.80     GSI
960685,EL05030459901,直方,福岡県,直方市頓野公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960686,EL05031403102,行橋,福岡県,行橋市立仲津中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960687,EL05030366501,田川,福岡県,田川市成道寺公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960688,EL04930759602,田主丸,福岡県,久留米市立水縄小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
960689,EL04929673501,山内,佐賀県,武雄市中央公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960690,EL04929751501,吉井,長崎県,吉井町ゲートボール場,TRIMBLE ALLOY,TPSCR.G5        GSI
960691,EL04929710001,宇久,長崎県,佐世保市総合センター,TRIMBLE ALLOY,TPSCR.G5        GSI
960692,EL04929206202,若松,長崎県,若松中学校バス待合所付近町有地,TOPCON NETG5,TPSCR.G5        GSI
960693,EL04930115302,愛野,長崎県,雲仙市市有地,TOPCON NETG5,TRM59800.80     GSI
960694,EL04930125602,島原,長崎県,島原市営杉谷運動広場,TOPCON NETG5,TPSCR.G5C       GSI
960695,EL04930015702,小浜,長崎県,丸尾斎苑,TRIMBLE ALLOY,TPSCR.G5        GSI
960696,EL04930026802,深江,長崎県,南島原市柔剣道場,TRIMBLE ALLOY,TPSCR.G5        GSI
960697,EL04830729302,西有家,長崎県,飛町児童公園,TOPCON NETG5,TRM59800.80     GSI
960698,EL04828746901,玉之浦,長崎県,五島市　玉之浦支所,TRIMBLE ALLOY,TPSCR.G5        GSI
960699,EL04931504501,熊本小国,熊本県,ゆうステーション前広場,TRIMBLE ALLOY,TPSCR.G5        GSI
960700,EL04930451903,鹿本,熊本県,一本松公園,TOPCON NETG5,TPSCR.G5        GSI
960701,EL04930274901,長陽,熊本県,南阿蘇村長陽運動公園,TOPCON NETG5,TRM59800.80     GSI
960702,EL04830669302,泉,熊本県,泉町平集会場,TOPCON NETG5,TRM59800.80     GSI
960703,EL04931304702,阿蘇,熊本県,旧役犬原小学校,TOPCON NETG5,TRM159900.00    GSI
960704,EL04931211001,高森,熊本県,高森町立色見保育園,TRIMBLE ALLOY,TPSCR.G5        GSI
960705,EL05031224802,宇佐,大分県,宇佐市総合運動場,TRIMBLE ALLOY,TPSCR.G5        GSI
960706,EL05031041701,日出,大分県,大神漁港,TRIMBLE ALLOY,TRM159900.00    GSI
960707,EL04931702902,玖珠,大分県,玖珠町立小田小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960708,EL04931439002,直入,大分県,直入町竹田直入森林組合入口町有地,5700,TRM29659.00
960709,EL04931647603,大分,大分県,虹ヶ丘西児童公園,TOPCON NETG5,TRM159900.00    GSI
960710,EL04930672301,前津江,大分県,日田市林間広場管理棟,TRIMBLE ALLOY,TRM59800.80     GSI
960711,EL04831646202,北方,宮崎県,北方総合運動公園,TOPCON NETG5,TPSCR.G5C       GSI
960712,EL04831426602,宮崎南郷,宮崎県,美郷町立南郷中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960713,EL04831038803,新富,宮崎県,新富町弓道場,TOPCON NETG5,TRM59800.80     GSI
960714,EL04830065902,えびの,宮崎県,えびの市立飯野小学校,TOPCON NETG5,TRM59800.80     GSI
960715,EL04731621403,宮崎田野,宮崎県,宮崎市Ｂ＆Ｇ田野海洋センター,TRIMBLE ALLOY,TRM159900.00    GSI
960716,EL04731027401,串間２,宮崎県,串間市立都井小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960717,EL04830213401,東,鹿児島県,特別養護老人ホーム「桃源郷」,TRIMBLE ALLOY,TPSCR.G5        GSI
960718,EL04730639503,宮之城,鹿児島県,さつま町宗功寺公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960719,EL04730354202,桜島,鹿児島県,桜島松浦町運動広場,TRIMBLE ALLOY,TRM159900.00    GSI
960720,EL04730351602,鹿児島２,鹿児島県,鹿児島市黒神校区公民館,TOPCON NETG5,TPSCR.G5C       GSI
960721,EL04730256001,鹿児島３,鹿児島県,鹿児島市水道局東桜島事務所,TRIMBLE ALLOY,TPSCR.G5        GSI
960722,EL04730159502,垂水,鹿児島県,垂水市下福町団地公園,TRIMBLE ALLOY,TRM159900.00    GSI
960723,EL04630124101,鹿児島三島,鹿児島県,硫黄島城ヶ原牧場,TOPCON NETG5,TPSCR.G5        GSI
960724,EL04631100202,西之表,鹿児島県,西之表市西京浄水場,TOPCON NETG5,TPSCR.G5        GSI
960725,EL04530515502,口永良部島,鹿児島県,口永良部島前田待避所,TRIMBLE ALLOY,TRM159900.00    GSI
960726,EL04530477202,南種子,鹿児島県,南種子町宇宙ヶ丘公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960727,EL04530437301,上屋久２,鹿児島県,上屋久町立永田中学校,TOPCON NETG5,TPSCR.G5        GSI
960728,EL04530248402,屋久,鹿児島県,尾之間むらづくり墓地公園,TRIMBLE ALLOY,TPSCR.G5        GSI
960729,EL04429353602,十島,鹿児島県,諏訪之瀬島榊戸原牧場,TOPCON NETG5,TRM59800.80     GSI
960730,EL04229558501,笠利,鹿児島県,奄美市立笠利小学校,TOPCON NETG5,TPSCR.G5        GSI
960731,EL04230404203,喜界１,鹿児島県,喜界町有機物供給センター,TRIMBLE ALLOY,TPSCR.G5        GSI
960732,EL04229375302,喜界２,鹿児島県,喜界町荒木グラウンド,TOPCON NETG5,TPSCR.G5        GSI
960733,EL04229126502,瀬戸内,鹿児島県,瀬戸内町立図書館・郷土館,TOPCON NETG5,TPSCR.G5        GSI
960734,EL04128577101,鹿児島天城,鹿児島県,天城町立中央公民館,TOPCON NETG3,TPSCR.G5        GSI
960735,EL04128058201,和泊,鹿児島県,和泊町立和泊小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960736,EL04027373502,伊是名,沖縄県,内花配水池内村有地,TOPCON NETG5,TRM59800.80     GSI
960737,EL04028213901,国頭,沖縄県,国頭村立北国小・中学校,TRIMBLE ALLOY,TRM59800.80     GSI
960738,EL04028014101,大宜味,沖縄県,農村環境改善センター,TOPCON NETG5,TRM159900.00    GSI
960739,EL03927619802,粟国,沖縄県,粟国村立粟国小・中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960740,EL03927577701,宜野座,沖縄県,農村公園,TOPCON NETG5,TRM59800.80     GSI
960741,EL03927563603,沖縄石川,沖縄県,石川市民の森公園,TRIMBLE ALLOY,TRM59800.80     GSI
960742,EL03927414101,渡名喜,沖縄県,渡名喜村立渡名喜幼稚園,TRIMBLE ALLOY,TRM159900.00    GSI
960743,EL03926451901,具志川,沖縄県,久米島町立清水小学校,TRIMBLE ALLOY,TRM59800.80     GSI
960744,EL03927221702,渡嘉敷,沖縄県,森林公園,TOPCON NETG5,TRM59800.80     GSI
960745,EL03927260602,知念,沖縄県,南城市社会福祉センター,TRIMBLE ALLOY,TRM159900.00    GSI
960746,EL03831724303,北大東,沖縄県,黒部地区貯水池,TOPCON NETG5,TRM59800.80     GSI
960747,EL03725119301,伊良部,沖縄県,宮古島市立伊良部中学校,TRIMBLE ALLOY,TRM159900.00    GSI
960748,EL03624756501,多良間,沖縄県,宮古市の森公園,TRIMBLE ALLOY,TRM159900.00    GSI
960749,EL03624624402,石垣１,沖縄県,石垣市立あかし幼稚園,TOPCON NETG5,TRM159900.00    GSI
960750,EL03624410302,石垣２,沖縄県,石垣市立平真小学校,TOPCON NETG5,TRM59800.80     GSI
960751,EL03623067303,波照間島,沖縄県,波照間地区完工記念碑,TOPCON NETG5,TRM59800.80     GSI
960752,EL05439604401,赤城,群馬県,渋川市赤城総合運動自然公園,TRIMBLE ALLOY,TRM159900.00    GSI
960753,EL05439020102,都幾川,埼玉県,ときがわ町立都幾川中学校,TRIMBLE ALLOY,TRM59800.80     GSI
960754,EL05339616401,名栗,埼玉県,名栗スポーツ広場,TRIMBLE ALLOY,TRM59800.80     GSI
960755,EL05339526901,入間,埼玉県,入間市博物館,TOPCON NETG5,TPSCR.G5        GSI
960756,EL05240714901,大多喜,千葉県,大多喜町立大多喜中学校,TOPCON NETG5,TPSCR.G5        GSI
960757,EL05841513605,水沢２,岩手県,水沢測地観測所,5700,TRM29659.00
960758,EL05339323902,八王子,東京都,八王子市立上柚木小学校,TOPCON NETG5,TRM59800.80     GSI
960759,EL05239549902,三浦２,神奈川県,東京大学三崎臨海実験所,TOPCON NETG5,TRM59800.80     GSI
960760,EL05235265302,宇治,京都府,宇治市立神明小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960761,EL05135744902,八尾,大阪府,八尾市立南山本小学校,TRIMBLE ALLOY,TRM159900.00    GSI
960762,EL05234253202,姫路,兵庫県,姫路市立御立交通公園,TOPCON NETG5,TRM159900.00    GSI
960763,EL05235053602,生駒,奈良県,生駒市立桜ヶ丘小学校,TOPCON NETG5,TPSCR.G5        GSI
960764,EL05135668502,天理,奈良県,天理市立長柄運動公園,TOPCON NETG5,TRM59800.80     GSI
960765,EL05234117402,和気,岡山県,和気町立藤野小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
960766,EL05133669003,倉敷２,岡山県,倉敷市立大高小学校,TOPCON NETG5,TRM159900.00    GSI
960767,EL05133524302,広島福山,広島県,広島県立福山少年自然の家,TOPCON NETG5,TRM59800.80     GSI
960768,EL05132460501,安芸津,広島県,広島県立総合技術研究所　農業技術センター果樹研究部,TOPCON NETG5,TPSCR.G5        GSI
960769,EL05132212702,和木,山口県,和木町蜂ヶ峯総合公園(バラ園),TOPCON NETG5,TPSCR.G5        GSI
960770,EL05029074601,北波多,佐賀県,岸山工業団地入口,TOPCON NETG5,TRM59800.80     GSI
960771,EL05030031502,中原,佐賀県,中原保健センター,TRIMBLE ALLOY,TRM159900.00    GSI
960772,EL04929373903,大村,長崎県,琴平岳展望所,TRIMBLE ALLOY,TPSCR.G5        GSI
960773,EL04830639402,大矢野,熊本県,上天草市立大矢野中学校,TRIMBLE ALLOY,TPSCR.G5        GSI
960774,EL04830602601,苓北,熊本県,苓北町坂瀬川地区総合グラウンド,TRIMBLE ALLOY,TPSCR.G5        GSI
960775,EL04830521501,栖本,熊本県,倉岳駐車場,TRIMBLE ALLOY,TRM59800.80     GSI
960776,EL04730431702,鹿児島郡山,鹿児島県,郡山早馬球技場,TRIMBLE ALLOY,TRM159900.00    GSI
960777,EL04730019002,笠沙,鹿児島県,南さつま市野間池運動場,TRIMBLE ALLOY,TRM59800.80     GSI
970778,EL06741646702,稚内２,北海道,稚内市立夕来小中学校跡地,TRIMBLE ALLOY,TPSCR.G5        GSI
970779,EL06742525801,浜頓別,北海道,浜頓別町ゲートボール場,TRIMBLE ALLOY,TPSCR.G5        GSI
970780,EL06742153702,枝幸２,北海道,枝幸町教員住宅跡地,TOPCON NETG5,TRM59800.80     GSI
970781,EL06641766302,遠別,北海道,旧公民館（町有地）,TRIMBLE ALLOY,TRM159900.00    GSI
970782,EL06642423102,幌加内２,北海道,幌加内町立母子里小中学校跡地,TOPCON NETG5,TRM59800.80     GSI
970783,EL06641157301,小平,北海道,小平町立おにしか更生園,TOPCON NETG5,TPSCR.G5        GSI
970784,EL06544446001,北海道清里,北海道,町有地,TOPCON NETG5,TRM59800.80     GSI
970785,EL06541324901,浜益,北海道,浜益スポーツセンター,TRIMBLE ALLOY,TRM59800.80     GSI
970786,EL06542070502,新得２,北海道,新得町立富村牛小中学校,5700,TRM29659.00
970787,EL06542151101,上富良野,北海道,吹上温泉園地,TRIMBLE ALLOY,TRM159900.00    GSI
970788,EL06443572202,白糠,北海道,白糠町青少年旅行村,TOPCON NETG5,TRM59800.80     GSI
970789,EL06442461901,北海道清水,北海道,清水町民テニスコート,TOPCON NETG5,TPSCR.G5        GSI
970790,EL06442302602,夕張,北海道,楓パーキングエリア,TOPCON NETG5,TPSCR.G5        GSI
970791,EL06443136901,豊頃,北海道,豊頃森林公園,TOPCON NETG5,TRM59800.80     GSI
970792,EL06341500602,登別,北海道,川上公園,TRIMBLE ALLOY,TRM159900.00    GSI
970793,EL06343518202,大樹２,北海道,大樹町営光地園牧場,TOPCON NETG5,TRM59800.80     GSI
970794,EL06240722901,厚沢部,北海道,厚沢部町教員住宅,TOPCON NETG5,TRM59800.80     GSI
970795,EL05941631602,玉山２,岩手県,盛岡市立薮川小学校（廃校）,TRIMBLE ALLOY,TRM159900.00    GSI
970796,EL05840575901,胆沢,岩手県,奥州市立胆沢愛宕小学校,TOPCON NETG5,TRM159900.00    GSI
970797,EL05640758102,白石,宮城県,白石市立大鷹沢小学校,TOPCON NETG5,TRM59800.80     GSI
970798,EL06040065502,鹿角２,秋田県,水沢集落会館,TOPCON NETG5,TRM59800.80     GSI
970799,EL05740502701,西川,山形県,西川町生涯学習支援施設（旧西川町立西部中学校）,TRIMBLE ALLOY,TRM59800.80     GSI
970800,EL05540462702,いわき２,福島県,いわき市立湯本第二小学校,TRIMBLE ALLOY,TPSCR.G5        GSI
970801,EL05539434202,檜枝岐,福島県,檜枝岐魚苑,TOPCON NETG5,TPSCR.G5        GSI
970802,EL05538173501,水上,群馬県,谷川岳パーキングエリア（上り線）,TRIMBLE ALLOY,TRM159900.00    GSI
970803,EL05740314503,山辺,山形県,山辺町役場中支所,TOPCON NETG5,TPSCR.G5        GSI
970804,EL05339140101,横浜泉,神奈川県,領家３丁目公園,TRIMBLE ALLOY,TRM159900.00    GSI
970805,EL05639519803,水原,新潟県,阿賀野市立水原中学校,NETG3,TRM29659.00
970806,EL05638573002,新潟巻,新潟県,新潟市立巻西中学校,TRIMBLE ALLOY,TRM159900.00    GSI
970807,EL05638169202,新潟三島,新潟県,長岡市三島野球場,TOPCON NETG5,TRM59800.80     GSI
970808,EL05437649701,立山,富山県,ホテル立山,4000SSI,TRM23903.00
970809,EL05338430602,韮崎,山梨県,御勅使工業団地広場,TRIMBLE ALLOY,TRM59800.80     GSI
970810,EL05638370302,新潟栄,新潟県,三条市立栄中学校,TOPCON NETG5,TRM159900.00    GSI
970811,EL05337249203,坂下,岐阜県,宮の前農村公園,TOPCON NETG5,TRM59800.80     GSI
970812,EL05336033702,関ヶ原,岐阜県,関ヶ原町立関ヶ原南小学校,TRIMBLE ALLOY,TRM159900.00    GSI
970813,EL05238573701,函南,静岡県,函南町立桑村小学校,TOPCON NETG5,TPSCR.G5        GSI
970814,EL05238076002,下田２,静岡県,和泉氏所有の畑,TRIMBLE NETR9,TPSCR.G5        GSI
970815,EL05238544801,蒲原,静岡県,静岡市立蒲原東小学校,TRIMBLE ALLOY,TRM159900.00    GSI
970816,EL05238717401,静岡畑薙,静岡県,畑薙第１ダム管理所,4000SSI,TRM23903.00
970817,EL05238418601,静岡峰山,静岡県,峰山集会所,TRIMBLE ALLOY,TRM159900.00    GSI
970818,EL05238405602,中川根,静岡県,川根本町立中川根中学校,TRIMBLE ALLOY,TRM159900.00    GSI
970819,EL05237278502,静岡森２,静岡県,森町立三倉小学校,TRIMBLE ALLOY,TRM59800.80     GSI
970820,EL05238211401,島田,静岡県,島田市中央公園,TOPCON NETG5,TRM59800.80     GSI
970821,EL05237150402,浜松伊左地,静岡県,伊左地緑地,TOPCON NETG5,TPSCR.G5        GSI
970822,EL05236766303,愛知一宮２,愛知県,一宮市立神山小学校,TRIMBLE ALLOY,TRM159900.00    GSI
970823,EL05234744702,大屋,兵庫県,若杉高原大屋スキー場,TRIMBLE NETR9,TPSCR.G5        GSI
970824,EL05136201702,大台ヶ原,奈良県,大台ヶ原駐車場,TRIMBLE ALLOY,TRM159900.00    GSI
970825,EL05035756802,十津川,奈良県,十津川村立西川第一小学校,TOPCON NETG5,TPSCR.G5        GSI
970826,EL05035356601,古座川,和歌山県,古座川町立音楽博物館,TRIMBLE ALLOY,TRM159900.00    GSI
970827,EL05134236102,引田,香川県,東かがわ市引田児童館,TOPCON NETG5,TRM59800.80     GSI
970828,EL05032004301,愛媛三崎,愛媛県,いこいの広場,TOPCON NETG5,TRM59800.80     GSI
970829,EL05032036801,宇和,愛媛県,西予市立石城小学校,TOPCON NETG5,TRM59800.80     GSI
970830,EL05033424901,吾北,高知県,グリーンパークほどの,TRIMBLE ALLOY,TRM159900.00    GSI
970831,EL04930531701,福岡高田,福岡県,みやま市立二川小学校,TOPCON NETG5,TPSCR.G5        GSI
970832,EL04929250703,外海,長崎県,外海総合公園,TOPCON NETG5,TRM59800.80     GSI
970833,EL04931515602,大分九重,大分県,大分県立九重少年自然の家,TRIMBLE ALLOY,TPSCR.G5        GSI
970834,EL04830121802,出水,鹿児島県,東光山公園,TRIMBLE ALLOY,TPSCR.G5        GSI
970835,EL04730618902,鹿児島川内,鹿児島県,旧高城西中学校,TOPCON NETG5,TRM59800.80     GSI
970836,EL04730535201,樋脇,鹿児島県,道の駅「樋脇」,TOPCON NETG5,TPSCR.G5        GSI
990838,EL05238062101,南伊豆１Ａ,静岡県,伊浜山村活性化支援センター,TOPCON NETG5,TPSCR.G5        GSI
990839,EL05238366201,戸田Ａ,静岡県,戸田温泉スタンド駐車場,5700,TRM29659.00
990840,EL05238220601,焼津Ａ,静岡県,松原公園,TOPCON NETG5,TRM59800.80     GSI
